C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\center_2021_02_26_15_15_13_681.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\left_2021_02_26_15_15_13_681.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\right_2021_02_26_15_15_13_681.jpg,0,0,0,9.143017
C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\center_2021_02_26_15_15_13_747.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\left_2021_02_26_15_15_13_747.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\right_2021_02_26_15_15_13_747.jpg,0,0,0,9.067056
C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\center_2021_02_26_15_15_13_815.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\left_2021_02_26_15_15_13_815.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\right_2021_02_26_15_15_13_815.jpg,0,0,0,9.01012
C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\center_2021_02_26_15_15_13_883.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\left_2021_02_26_15_15_13_883.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\right_2021_02_26_15_15_13_883.jpg,0,0,0,8.93417
C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\center_2021_02_26_15_15_13_951.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\left_2021_02_26_15_15_13_951.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\right_2021_02_26_15_15_13_951.jpg,0,0,0,8.877644
C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\center_2021_02_26_15_15_14_019.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\left_2021_02_26_15_15_14_019.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\right_2021_02_26_15_15_14_019.jpg,0,0,0,8.821457
C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\center_2021_02_26_15_15_14_087.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\left_2021_02_26_15_15_14_087.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\right_2021_02_26_15_15_14_087.jpg,0,0,0,8.747063
C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\center_2021_02_26_15_15_14_156.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\left_2021_02_26_15_15_14_156.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\right_2021_02_26_15_15_14_156.jpg,0,0,0,8.69166
C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\center_2021_02_26_15_15_14_225.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\left_2021_02_26_15_15_14_225.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\right_2021_02_26_15_15_14_225.jpg,0,0,0,8.618308
C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\center_2021_02_26_15_15_14_293.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\left_2021_02_26_15_15_14_293.jpg,C:\Users\jonas\OneDrive\Dokumenter\python\The Complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\recordings\IMG\right_2021_02_26_15_15_14_293.jpg,0,0,0,8.563681
